author,episode_number,episode_title,quote,quote_order,season
Monica,4.0,George Stephanopoulos,"Oh, I was hoping you wouldn't remember.",34.0,1.0
Ross,4.0,George Stephanopoulos,Ohhh.,35.0,1.0
Joey,4.0,George Stephanopoulos,What's wrong with the twentieth?,36.0,1.0
Chandler,4.0,George Stephanopoulos,Eleven days before Halloween.. all the good costumes are gone?,37.0,1.0
Ross,4.0,George Stephanopoulos,"Today's the day Carol and I first.. consummated our physical relationship. (Joey is puzzled.) Sex. ..You know what, I-I'd better pass on the game. I think I'm just gonna go home and think about my ex-wife and her lesbian lover.",38.0,1.0
Joey,4.0,George Stephanopoulos,"The hell with hockey, let's all do that!",39.0,1.0
Chandler,4.0,George Stephanopoulos,"(trying to stop Ross leaving) C'mon, Ross! You, me, Joey, ice, guys' night out, c'mon, whaddya say, big guy, (Pretending to punch him in the stomach.) Huh? Huh? Huh?",40.0,1.0
Ross,4.0,George Stephanopoulos,What are you doing?,41.0,1.0
Chandler,4.0,George Stephanopoulos,(stops) I have no idea.,42.0,1.0
Joey,4.0,George Stephanopoulos,"C'mon, Ross!",43.0,1.0
Ross,4.0,George Stephanopoulos,"Alright, alright, maybe it'll take my mind off it. Do you promise to buy me a big thumb finger?",44.0,1.0
Chandler,4.0,George Stephanopoulos,You got it.,45.0,1.0
Rachel,4.0,George Stephanopoulos,"Look-look-look-look-look, my first pay check! Look at the window, there's my name! Hi, me!",46.0,1.0
Phoebe,4.0,George Stephanopoulos,"I remember the day I got my first pay check. There was a cave in in one of the mines, and eight people were killed.",47.0,1.0
Monica,4.0,George Stephanopoulos,"Wow, you worked in a mine?",48.0,1.0
Phoebe,4.0,George Stephanopoulos,"I worked in a Dairy Queen, why?",49.0,1.0
Rachel,4.0,George Stephanopoulos,"God, isn't this exciting? I earned this. I wiped tables for it, I steamed milk for it, and it was totally(opens envelope)not worth it. Who's FICA? Why's he getting all my money? I mean, what- Chandler, look at that.",50.0,1.0
Chandler,4.0,George Stephanopoulos,"(looking) Oh, this is not that bad.",51.0,1.0
Joey,4.0,George Stephanopoulos,"Oh, you're fine, yeah, for a first job.",52.0,1.0
Ross,4.0,George Stephanopoulos,"You can totally, totally live on this.",53.0,1.0
Monica,4.0,George Stephanopoulos,"Yeah, yeah.",54.0,1.0
Ross,4.0,George Stephanopoulos,"Oh, by the way, great service tonight.",55.0,1.0
All,4.0,George Stephanopoulos,Oh! Yeah!,56.0,1.0
Guys,4.0,George Stephanopoulos,"Hockey! (They go to leave but are blocked by three of Rachel's friends, Leslie, Kiki, and Joanne. The guys pause to stare at them.) Hockey! Hockey. (The guys.)",57.0,1.0
Leslie,4.0,George Stephanopoulos,(looking around) Rachel?,58.0,1.0
Rachel,4.0,George Stephanopoulos,"Oh my God! (Rachel, Leslie, Kiki, and Joanne all scream and hug each other.",59.0,1.0
Monica,4.0,George Stephanopoulos,(to Phoebe) I swear I've seen birds do this on Wild Kingdom.,60.0,1.0
Rachel,4.0,George Stephanopoulos,What are you guys doing here?,61.0,1.0
Kiki,4.0,George Stephanopoulos,"Well, we were in the city shopping, and your mom said you work here, aaand it's true!",62.0,1.0
Joanne,4.0,George Stephanopoulos,Look at you in the apron. You look like you're in a play.,63.0,1.0
Rachel,4.0,George Stephanopoulos,"(to a pregnant Leslie) Look at you, you are so big I can't believe it!",64.0,1.0
Leslie,4.0,George Stephanopoulos,I know. I know! I'm a duplex.,65.0,1.0
Rachel,4.0,George Stephanopoulos,(to Joanne) So what's going on with you?,66.0,1.0
Joanne,4.0,George Stephanopoulos,"Well, guess who my dad's making partner in his firm? (She points to herself and they all scream again.)",67.0,1.0
Kiki,4.0,George Stephanopoulos,And while we're on the subject of news.. (She holds up here finger to show off her engagement ring and they all scream again.),68.0,1.0
Phoebe,4.0,George Stephanopoulos,"(to Monica) Look, look, I have elbows! (They scream.)",69.0,1.0
Chandler,4.0,George Stephanopoulos,...Poulet passes it up to Leetch! (Passes it to Joey.),70.0,1.0
Joey,4.0,George Stephanopoulos,"Leetch spots Messier in the crease- there's the pass! (He kicks it to Ross, but Ross is staring into a shop window.)",71.0,1.0
Chandler,4.0,George Stephanopoulos,We'll take a brief time out while Messier stops to look at some women's shoes.,72.0,1.0
Ross,4.0,George Stephanopoulos,"Carol was wearing boots just like those the night that we- we first- y'know. Fact, she, uh- she never took'em off, 'cause we-we- (off Chandler's look) Sorry. Sorry.",73.0,1.0
Joey,4.0,George Stephanopoulos,What?,74.0,1.0
Ross,4.0,George Stephanopoulos,Peach pit.,75.0,1.0
Chandler,4.0,George Stephanopoulos,"Yes, Bunny?",76.0,1.0
Ross,4.0,George Stephanopoulos,"(points) Peach pit. That night we, uh- we had-",77.0,1.0
Joey,4.0,George Stephanopoulos,-Peaches?,78.0,1.0
Ross,4.0,George Stephanopoulos,"Actually, nectarines, but basically...",79.0,1.0
Chandler,4.0,George Stephanopoulos,(to Joey) Could've been a peach.,80.0,1.0
Ross,4.0,George Stephanopoulos,"Then, uh, then we got dressed, and I-I... I walked her to the- (looks up, realises, and points) -the bus stop... I'm fine.",81.0,1.0
Joey,4.0,George Stephanopoulos,"Hey, that woman's got an ass like Carol's! (They turn to stare at him.) What? Thought we were trying to find stuff.",82.0,1.0
Rachel,4.0,George Stephanopoulos,"So c'mon, you guys, tell me all the dirt!",83.0,1.0
Kiki,4.0,George Stephanopoulos,"Well, the biggest news is still you dumping Barry at the altar!",84.0,1.0
Joanne,4.0,George Stephanopoulos,Alright. Let's talk reality for a second.,85.0,1.0
Rachel,4.0,George Stephanopoulos,Okay.,86.0,1.0
Joanne,4.0,George Stephanopoulos,When are you coming home?,87.0,1.0
Rachel,4.0,George Stephanopoulos,"What? Guys, I'm not.",88.0,1.0
Joanne,4.0,George Stephanopoulos,"C'mon, this is us.",89.0,1.0
Rachel,4.0,George Stephanopoulos,I'm not! This is what I'm doing now. I've got this job-,90.0,1.0
Kiki,4.0,George Stephanopoulos,Waitressing?,91.0,1.0
Rachel,4.0,George Stephanopoulos,"Okay, I'm not just waitressing. I'm.. I, um... I write the specials on the specials board, and, uh... and I, uh... I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies.",92.0,1.0
Leslie,4.0,George Stephanopoulos,Well. Your mom didn't tell us about the blobbies.,93.0,1.0
Monica,4.0,George Stephanopoulos,"Hey, Rach. How was it with your friends? (She and Phoebe scream.) Okay! How would you like some Tiki Death Punch? (She pours the contents of the blender into some glasses.)",94.0,1.0
Rachel,4.0,George Stephanopoulos,What's that?,95.0,1.0
Monica,4.0,George Stephanopoulos,"Weeeell, it's rum, and-",96.0,1.0
Rachel,4.0,George Stephanopoulos,Okay. (Grabs the blender and starts to drink.),97.0,1.0
Monica,4.0,George Stephanopoulos,"We thought since Phoebe was staying over tonight we'd have kinda like a slumber party thing. We got some trashy magazines, we got cookie dough, we got Twister... (The phone rings and Monica answers it.)",98.0,1.0
Phoebe,4.0,George Stephanopoulos,"Ooh! Ooh! And I brought Operation! But, um, I lost the tweezers, so we can't operate. But we can prep the guy!",99.0,1.0
Monica,4.0,George Stephanopoulos,"Uh, Rach, it's the Visa card people.",100.0,1.0
Rachel,4.0,George Stephanopoulos,"Oh, God, ask them what they want.",101.0,1.0
Monica,4.0,George Stephanopoulos,"(on phone) Could you please tell me what this is in reference to? (Listens) Yes, hold on. (To Rachel) Um, they say there's been some unusual activity on your account.",102.0,1.0
Rachel,4.0,George Stephanopoulos,But I haven't used my card in weeks!,103.0,1.0
Monica,4.0,George Stephanopoulos,"That is the unusual activity. Look, they just wanna see if you're okay.",104.0,1.0
Rachel,4.0,George Stephanopoulos,"They wanna know if I'm okay. Okay.. they wanna know if I'm okay, okay, let's see. Well, let's see, the FICA guys took all my money, everyone I know is either getting married, or getting promoted, or getting pregnant, and I'm getting coffee! And it's not even for me! So if that sounds like I'm okay, okay, then you can tell them I'm okay, okay?",105.0,1.0
Monica,4.0,George Stephanopoulos,"(pauses then on the phone) Uh- Rachel has left the building, can you call back?",106.0,1.0
Rachel,4.0,George Stephanopoulos,"Alright, c'mon! (Miserably) Let's play Twister!",107.0,1.0
Ross,4.0,George Stephanopoulos,"(squeezing past people) Sorry, sorry... Uh-oh.",108.0,1.0
Chandler,4.0,George Stephanopoulos,What? There was ice there that night with Carol? Plastic seats? Four thousand angry Pittsburgh fans?,109.0,1.0
Ross,4.0,George Stephanopoulos,"No, actually I was just saying it looks like we're not sitting together. But now you mention it, there was ice there that night... It was the first frost...",110.0,1.0
Joey,4.0,George Stephanopoulos,"C'mon, sit. Just sit down, sit.",111.0,1.0
Monica,4.0,George Stephanopoulos,You should feel great about yourself! You're doing this amazing independence thing!,112.0,1.0
Rachel,4.0,George Stephanopoulos,"Monica, what is so amazing? I gave up, like, everything. And for what?",113.0,1.0
Phoebe,4.0,George Stephanopoulos,You are just like Jack.,114.0,1.0
Rachel,4.0,George Stephanopoulos,...Jack from downstairs?,115.0,1.0
Phoebe,4.0,George Stephanopoulos,"No, Jack and the Beanstalk.",116.0,1.0
Monica,4.0,George Stephanopoulos,"Ah, the other Jack.",117.0,1.0
Phoebe,4.0,George Stephanopoulos,"Yeah, right! See, he gave up something, but then he got those magic beans. And then he woke up, and there was this, this big plant outside his window, full of possibilities and stuff.. And he lived in a village, and you live in the Village..",118.0,1.0
Rachel,4.0,George Stephanopoulos,"Okay, but Pheebs, Pheebs, Jack gave up a cow, I gave up an orthodontist. Okay, I-I-I know, I know I didn't love him-",119.0,1.0
Phoebe,4.0,George Stephanopoulos,"Oh, see, Jack did love the cow.",120.0,1.0
Rachel,4.0,George Stephanopoulos,"But see, it was a plan. Y'know, it was clear. It was figured out, and now everything's just kinda like...",121.0,1.0
Phoebe,4.0,George Stephanopoulos,Floopy?,122.0,1.0
Rachel,4.0,George Stephanopoulos,Yeah.,123.0,1.0
Monica,4.0,George Stephanopoulos,"So what, you're not the only one. I mean, half the time we don't know where we're going. You've just gotta figure at some point it's all gonna come together, and it's just gonna be... un-floopy.",124.0,1.0
Phoebe,4.0,George Stephanopoulos,"Oh, like that's a word.",125.0,1.0
Rachel,4.0,George Stephanopoulos,"Okay, but Monica, what if- what if it doesn't come together?",126.0,1.0
Monica,4.0,George Stephanopoulos,...Pheebs?,127.0,1.0
Phoebe,4.0,George Stephanopoulos,"Oh, well... 'cause.... you just... I don't like this question.",128.0,1.0
Rachel,4.0,George Stephanopoulos,"Okay, see, see, you guys, what if we don't get magic beans? I mean, what if all we've got are.. beans?",129.0,1.0
Ross,4.0,George Stephanopoulos,"Get him! GET HIM! Get him! Get- YESSS! Not laughing now, are ya pal!",130.0,1.0
Chandler,4.0,George Stephanopoulos,"(to Ross) See buddy, that's all you need, a bunch of toothless guys hitting each other with sticks.",131.0,1.0
Ross,4.0,George Stephanopoulos,Pass it! Pass it!,132.0,1.0
Chandler,4.0,George Stephanopoulos,He's open!,133.0,1.0
All,4.0,George Stephanopoulos,Shoot! Shoot! Shoot!,134.0,1.0
Chandler,4.0,George Stephanopoulos,"Hey, look, we're on that TV thing!",135.0,1.0
Chandler,4.0,George Stephanopoulos,(to the receptionist)'Scuse me.,137.0,1.0
Receptionist,4.0,George Stephanopoulos,"(holds up her handshe is on the phone) It says to call this number if you're not completely satisfied with this candy bar. Well, I'm not completely satisfied.",138.0,1.0
Chandler,4.0,George Stephanopoulos,"Listen, it's kind of an emergency. Well, I guess you know that, or we'd be in the predicament room. (The receptionist glares at him.)",139.0,1.0
Receptionist,4.0,George Stephanopoulos,"(on phone) Hold on. (To Chandler) Fill these out, sit over there. (Tosses him some forms.)",140.0,1.0
Ross,4.0,George Stephanopoulos,"(jumping to his feet) Look, I don't wanna make any trouble, okay, but I'm in a lot of pain here, alright? My face is dented.",141.0,1.0
Receptionist,4.0,George Stephanopoulos,"Well, you'll have to wait your turn.",142.0,1.0
Joey,4.0,George Stephanopoulos,"Well, how long do you think it'll be?",143.0,1.0
Receptionist,4.0,George Stephanopoulos,(sarcastic) Any minute now.,144.0,1.0
Ross,4.0,George Stephanopoulos,"Hey, this- (she gives him a look and the guys back off) Heyy...",145.0,1.0
Rachel,4.0,George Stephanopoulos,"I'm so sorry, you guys. I didn't mean to bring you down.",146.0,1.0
Monica,4.0,George Stephanopoulos,"No, you were right. I don't have a plan. (There's a knock on the door.)",147.0,1.0
Pizza Guy,4.0,George Stephanopoulos,(yelling from outside) Pizza guy!,148.0,1.0
Rachel,4.0,George Stephanopoulos,Thank God. Food. (She goes to answer the door.),149.0,1.0
Monica,4.0,George Stephanopoulos,Phoebe?,150.0,1.0
Phoebe,4.0,George Stephanopoulos,What?,151.0,1.0
Monica,4.0,George Stephanopoulos,Do you have a plan?,152.0,1.0
Phoebe,4.0,George Stephanopoulos,I don't even have a 'pl'.,153.0,1.0
Pizza Guy,4.0,George Stephanopoulos,"Hi, one, uh, mushroom, green pepper and onion?",154.0,1.0
Rachel,4.0,George Stephanopoulos,"(miserably) No, no, that's not what we ordered... We ordered a fat-free crust with extra cheese.",155.0,1.0
Pizza Guy,4.0,George Stephanopoulos,"Wait, you're not 'G.Stephanopoulos?' Man, my dad's gonna kill me!",156.0,1.0
Monica,4.0,George Stephanopoulos,(leaping off of the couch and runs up) Wait! Did you say 'G.Stephanopoulos?',157.0,1.0
Pizza Guy,4.0,George Stephanopoulos,"Yeah. This one goes across the street, I must have given him yours. Oh, bonehead, bonehead!",158.0,1.0
Monica,4.0,George Stephanopoulos,"Wait, was this a-a small mediterranean guy with curiously intelligent good looks?",159.0,1.0
Pizza Guy,4.0,George Stephanopoulos,"Yeah, that sounds about right.",160.0,1.0
Monica,4.0,George Stephanopoulos,Was he wearing a stunning blue suit?,161.0,1.0
Phoebe,4.0,George Stephanopoulos,And-and a power tie?,162.0,1.0
Pizza Guy,4.0,George Stephanopoulos,"No, pretty much just a towel.",163.0,1.0
Monica,4.0,George Stephanopoulos,(staggered) Oh God.,164.0,1.0
Pizza Guy,4.0,George Stephanopoulos,So you guys want me to take this back?,165.0,1.0
Monica,4.0,George Stephanopoulos,"Are you nuts?! We've got George Stephanopoulos' pizza! (Rachel pays him, Monica grabs some binoculars, and runs to the window.)",166.0,1.0
Rachel,4.0,George Stephanopoulos,"Uh, Pheebs? Who's George Snuffalopagus?",167.0,1.0
Phoebe,4.0,George Stephanopoulos,Big Bird's friend.,168.0,1.0
Monica,4.0,George Stephanopoulos,I see pizza!,169.0,1.0
Phoebe,4.0,George Stephanopoulos,"Oh, I wanna see! Lemme see! Lemme see! (She runs up and takes the binoculars.)",170.0,1.0
Rachel,4.0,George Stephanopoulos,Hello? Who are we spying on?,171.0,1.0
Monica,4.0,George Stephanopoulos,"White House adviser? Clinton's campaign guy? The one with the great hair, sexy smile, really cute butt?",172.0,1.0
Rachel,4.0,George Stephanopoulos,"Oh, him, the little guy? Oh, I love him!",173.0,1.0
Phoebe,4.0,George Stephanopoulos,"Ooh, wait.. wait, I see a woman.",174.0,1.0
Monica,4.0,George Stephanopoulos,Please tell me it's his mother.,175.0,1.0
Phoebe,4.0,George Stephanopoulos,Definitely not his mother.,176.0,1.0
Monica,4.0,George Stephanopoulos,"Oh, no...",177.0,1.0
Phoebe,4.0,George Stephanopoulos,"Oh, wait, she's walking across the floor.. she's walking.. she's walking.. she's going for the pizza- (Yelling) Hey, that's not for you, bitch! (Phoebe covers her mouth with her hand walks away from the window.)",178.0,1.0
Chandler,4.0,George Stephanopoulos,"Excuse me, look, we've been here for over an hour, and a lot of people less sick than my friend have gone in. I mean, that guy with the toe thing? Who's he sleeping with? (She slides the gladd panel over and Chandler talks through it in a loud voice.) Oh, c'mon Dora, don't be mad... I know we both said some things we didn't mean, but that doesn't mean we still don't love each other. (To the waiting room.) Y'know, I feel like I've lost her.. (She slides the panel back, he turns, and it takes him by surprise.) Ba-!",179.0,1.0
Monica,4.0,George Stephanopoulos,Light still out?,180.0,1.0
Rachel,4.0,George Stephanopoulos,Yeah.,181.0,1.0
Monica,4.0,George Stephanopoulos,Oh. Maybe they're- napping.,182.0,1.0
Rachel,4.0,George Stephanopoulos,"Oh please, they're having sex.",183.0,1.0
Monica and Phoebe,4.0,George Stephanopoulos,Shut up!,184.0,1.0
Rachel,4.0,George Stephanopoulos,"So, whaddya think George is like?",185.0,1.0
Monica,4.0,George Stephanopoulos,I think he's shy.,186.0,1.0
Phoebe,4.0,George Stephanopoulos,Yeah?,187.0,1.0
Monica,4.0,George Stephanopoulos,Yeah. I think you have to draw him out. And then- when you do- he's a preppy animal.,188.0,1.0
Ross,4.0,George Stephanopoulos,I remember the moonlight coming through the window- and her face had the most incredible glow.,189.0,1.0
Chandler,4.0,George Stephanopoulos,"Yes, the moon, the glow, the magical feeling, you did this part- Could I get some painkillers over here, please?",190.0,1.0
Joey,4.0,George Stephanopoulos,"He's right, enough, already. What is the big deal about today? So you slept with her for the first time, so what? You slept with her for seven years after that.",191.0,1.0
Ross,4.0,George Stephanopoulos,"Look, it's just a little more complicated...",192.0,1.0
Chandler,4.0,George Stephanopoulos,"Well, what? What? What is it? That she left you? That she likes women? That she left you for another woman that likes women?",193.0,1.0
Ross,4.0,George Stephanopoulos,"Little louder, okay, I think there's a man on the twelfth floor in a coma that didn't quite hear you...",194.0,1.0
Chandler,4.0,George Stephanopoulos,Then what?,195.0,1.0
Ross,4.0,George Stephanopoulos,My first time with Carol was... (He mumbles the last part),196.0,1.0
Joey,4.0,George Stephanopoulos,What?,197.0,1.0
Ross,4.0,George Stephanopoulos,It was my first time.,198.0,1.0
Joey,4.0,George Stephanopoulos,With Carol? (Ross gives him a look.) Oh.,199.0,1.0
Chandler,4.0,George Stephanopoulos,"So in your whole life, you've only been with one(He gets a look too)oh.",200.0,1.0
